Province,Program Stream,Employer,PostalCode,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
British Columbia                                                           ,High Wage          ,8967709 Canada Limited,"Port Coquitlam, BC V3B 0K2",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage          ,9810480 CANADA INC,"RICHMOND, BC V6X 2A5","10022-Advertising, marketing and public relations managers",Unknown,1,1
British Columbia                                                           ,High Wage          ,9810480 CANADA INC,"RICHMOND, BC V6X 2A5","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
British Columbia                                                           ,High Wage          ,9937030 Canada Inc.,"Victoria, BC V9B 3B2",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,A & A EXCAVATING LTD.,"BURNABY, BC V5G 3X3","72021-Contractors and supervisors, heavy equipment operator crews",Unknown,1,1
British Columbia                                                           ,High Wage          ,A & A EXCAVATING LTD.,"BURNABY, BC V5G 3X3",73400-Heavy equipment operators,Unknown,2,2
British Columbia                                                           ,High Wage          ,A & B Mini Mart Ltd,"VANCOUVER, BC V6A 2S7",60020-Retail and wholesale trade managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,A & I Immigration Services Ltd.,"Surrey, BC V3W 1N6",41402-Business development officers and market researchers and analysts,Unknown,1,1
British Columbia                                                           ,High Wage          ,A & L Farms,"Abbotsford, BC V2T 5R9",72300-Plumbers,Unknown,1,1
British Columbia                                                           ,High Wage          ,A Deep Stucco Ltd.,"Surrey, BC V3V 2B3","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
British Columbia                                                           ,High Wage          ,A J Transmission & Auto Repairs Ltd.,"North Vancouver, BC V7J 1G5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
British Columbia                                                           ,High Wage          ,A M Financial Ltd.,"Surrey, BC V3S 2K3",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage          ,A R Framing Ltd.,"Surrey, BC V3V 7H2",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage          ,A STAR PAINTING LTD.,"SURREY, BC V3W 6E9",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage          ,A STAR TRUCK & TRAILER REPAIRS,"Surrey, BC V3S 6J9","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
British Columbia                                                           ,High Wage          ,A STAR TRUCK & TRAILER REPAIRS,"Surrey, BC V3S 6J9",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage          ,A TOP CLASS ROOFING LIMITED,"Delta, BC V4C 2B9",73110-Roofers and shinglers,Unknown,1,1
British Columbia                                                           ,High Wage          ,A TOP CLASS ROOFING LIMITED,"Delta, BC V4C 2B9",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage          ,A&G Aluminum & Ironworks Ltd.,"Surrey, BC V3W 1J1",72106-Welders and related machine operators,Unknown,1,2
British Columbia                                                           ,High Wage          ,A&P Dental Lab LTD,"Victoria BC, Canada, BC V8Z 3P3",32112-Dental technologists and technicians,Unknown,1,1
British Columbia                                                           ,High Wage          ,A&R AUTOMOTIVE DESIGN LTD,"Richmond, BC V6X 2R2",65311-Specialized cleaners,Unknown,1,2
British Columbia                                                           ,High Wage          ,A&W Food Services of Canada Inc.,"NORTH VANCOUVER, BC V7M 3K9",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,A.A.G Services(construction&renovation) LTD,"Coquitlam, BC V3E 3B2","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage          ,A.T. Storrs,"Vancouver, BC V5L 1V7",22302-Industrial engineering and manufacturing technologists and technicians,Unknown,1,1
British Columbia                                                           ,High Wage          ,A1 Doors & Mouldings Ltd.,"Surrey, BC V3W 3A6","92022-Supervisors, furniture and fixtures manufacturing",Unknown,1,1
British Columbia                                                           ,High Wage          ,A1 Doors & Mouldings Ltd.,"Surrey, BC V3W 3A6",94124-Woodworking machine operators,Unknown,1,2
British Columbia                                                           ,High Wage          ,A-1 Party Rentals Inc.,"Abbotsford, BC V2T 5R9",75101-Material handlers,Unknown,1,2
British Columbia                                                           ,High Wage          ,A1 Paving ltd.,"Surrey, BC V3W 6M4",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage          ,A1 QUALITY ROOFING LTD.,"VANCOUVER, BC V5X 2K1",73110-Roofers and shinglers,Unknown,1,2
British Columbia                                                           ,High Wage          ,A1 Shivam Enterprises Ltd,"Vancouver, BC V5X 3H3",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage          ,A1 Sports Limited,"Surrey, BC V3S 7J1",22220-Computer network and web technicians,Unknown,1,1
British Columbia                                                           ,High Wage          ,A1 TavlinFoodz9 Enterprises Ltd,"Victoria, BC V8T 4N4",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,A1 Top Canadian Roofing Ltd.,"Surrey, BC V3V 7W3","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage          ,A1 Top Canadian Roofing Ltd.,"Surrey, BC V3V 7W3",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage          ,A-1 Window Mfg. Ltd.,"Burnaby, BC V3N 5E9","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
British Columbia                                                           ,High Wage          ,A-1 Window Mfg. Ltd.,"Burnaby, BC V3N 5E9",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,AA Property Management Ltd,"Burnaby, BC V5G 4Y2",21234-Web developers and programmers,Unknown,1,1
British Columbia                                                           ,High Wage          ,AAA Decking and Gutter Ltd.,"Surrey, BC V3S 2C7",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,AAA PLUMBING & HEATING LTD,"SURREY, BC V3W 2P5",72300-Plumbers,Unknown,1,1
British Columbia                                                           ,High Wage          ,AAG Construction Ltd.,"Surrey, BC V3V 1L4",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,AAG Construction Ltd.,"Surrey, BC V3V 1L4",73200-Residential and commercial installers and servicers,Unknown,1,2
British Columbia                                                           ,High Wage          ,Abbcan Drywal Construction Ltd.,"Langley, BC V4W 1N3",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage          ,Abest Enterprise Ltd.,"Richmond, BC V6V 1J3",21233-Web designers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Absolute Building Maintenance Ltd,"Victoria, BC V8Z 1K5",62024-Cleaning supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,Aburi Market LTD,"West Vancouver, BC V7T 0B5",63201-Butchers - retail and wholesale,Unknown,1,1
British Columbia                                                           ,High Wage          ,Acadia Commercial Interiors Ltd.,"Surrey, BC V3W 1B3",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,ACC Gold and Diamond Jewellers Ltd,"Abbotsford, BC V2T 3S4",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage          ,Accelerated Mechanical Ltd,"Chilliwack, BC V2R 3W8",72401-Heavy-duty equipment mechanics,Unknown,1,1
British Columbia                                                           ,High Wage          ,Accent Cafe & Bistro Inc.,"Vancouver, BC V5Y 2M4",62020-Food service supervisors,Unknown,1,2
British Columbia                                                           ,High Wage          ,Access Pacific Enterprises LTD.,"Richmond, BC V6V 0B7",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage          ,Access Pacific Enterprises LTD.,"Richmond, BC V6V 0B7",60020-Retail and wholesale trade managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Access Scaffold & Ladder Depot,"Surrey, BC V4N 4C7",72310-Carpenters,Unknown,2,2
British Columbia                                                           ,High Wage          ,ACCOUNTANTS-BC Ltd.,"Vancouver, BC V6H 1E2",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Accurate Aluminum Ltd.,"Burnaby, BC V5E 1C4",72106-Welders and related machine operators,Unknown,1,2
British Columbia                                                           ,High Wage          ,Ace Electric Ltd.,"Surrey, BC V3W 7X4",72200-Electricians (except industrial and power system),Unknown,1,1
British Columbia                                                           ,High Wage          ,ACE POINT MARKETING INC,"surrey, BC V3X 1G1",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage          ,ACME Kitchen Cabinets Ltd.,"Surrey, BC V3W 1B3",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,Acorn Admissions Ltd.,"Richmond, BC V6Y 0L4","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
British Columbia                                                           ,High Wage          ,Action Electric Ltd.,"Vancouver, BC V6C 2G8",72200-Electricians (except industrial and power system),Unknown,1,1
British Columbia                                                           ,High Wage          ,Active Doors & Moulding Ltd.,"Surrey, BC V3W 4N8",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Active Fire & Safety Services Ltd.,"Surrey, BC V4N 0V9","72301-Steamfitters, pipefitters and sprinkler system installers",Unknown,1,5
British Columbia                                                           ,High Wage          ,Acumen Logistics Ltd,"Delta, BC V4G 1L4",13201-Production and transportation logistics coordinators,Unknown,1,1
British Columbia                                                           ,High Wage          ,Acura Embedded System Inc,"Surrey, BC V3S 1Z3","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
British Columbia                                                           ,High Wage          ,AD KINGS MOTORS LTD,"Surrey, BC V3T 2S9",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,Adagio Rhythmic Academy,"Vancouver, BC V6S 0K5",53201-Coaches,Unknown,1,1
British Columbia                                                           ,High Wage          ,Adanac Roofing Ltd.,"Langley, BC V1M 3S8",73110-Roofers and shinglers,Unknown,1,5
British Columbia                                                           ,High Wage          ,ADC MANAGEMENT LIMITED PARTNERSHIP,"Vancouver, BC V6B 6G1",70010-Construction managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ADCO CNC Machining Inc.,"Surrey, BC V3W 1B3",72405-Machine fitters,Unknown,1,1
British Columbia                                                           ,High Wage          ,Adria Electric Ltd.,"Burnaby, BC V5J 1K1",72200-Electricians (except industrial and power system),Unknown,1,1
British Columbia                                                           ,High Wage          ,Adrian Ruiz-Correas,"Vancouver, BC V5N 3C5",73112-Painters and decorators (except interior decorators),Unknown,1,2
British Columbia                                                           ,High Wage          ,ADVANCE PALLET & CRATE LTD,"SURREY, BC V3V 3X5",22232-Occupational health and safety specialists,Unknown,1,1
British Columbia                                                           ,High Wage          ,"Adventurewell Accessories, LTD","Burnaby, BC V5J 1E6",60020-Retail and wholesale trade managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Advinor CPA Ltd.,"surrey, BC V3X 1G1",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Aerial Roofing LTD,"Langford, BC V9C 3X1",73110-Roofers and shinglers,Unknown,1,7
British Columbia                                                           ,High Wage          ,AFOD LTD,"Delta, BC V3M 5R5","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
British Columbia                                                           ,High Wage          ,AG MECHANICAL LTD.,"Kelowna, BC V1P 1E2",72300-Plumbers,Unknown,1,1
British Columbia                                                           ,High Wage          ,AG MECHANICAL LTD.,"Kelowna, BC V1P 1E2",72302-Gas fitters,Unknown,1,1
British Columbia                                                           ,High Wage          ,AGL Glazing Inc.,"Surrey, BC V3S 5N6",73200-Residential and commercial installers and servicers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Agnihotri Immigration Consulting Inc.,"Surrey, BC V3W 1S9","10022-Advertising, marketing and public relations managers",Unknown,1,1
British Columbia                                                           ,High Wage          ,AGS Affordable Glass Services Ltd,"Port Coquitlam, BC V3C 1T8","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,1
British Columbia                                                           ,High Wage          ,Airstream Heating & Air Conditioning Inc.,"Burnaby, BC V5J 4V9",22303-Construction estimators,Unknown,1,1
British Columbia                                                           ,High Wage          ,AJI Contractors Ltd.,"Surrey, BC V3R 1B3",73200-Residential and commercial installers and servicers,Unknown,1,3
British Columbia                                                           ,High Wage          ,Akal Plumbing & Heating Ltd,"Surrey, BC V3W 1B3",72300-Plumbers,Unknown,1,2
British Columbia                                                           ,High Wage          ,Akal Trading Company Inc.,"Surrey, BC V3W 1S9",63200-Cooks,Unknown,1,2
British Columbia                                                           ,High Wage          ,AKHURST MACHINERY LIMITED,"Delta, BC V3M 6S7",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,AKSHAR CONSTRUCTIONS LTD,"SURREY, BC V3W 2R9","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage          ,Alderway Enterprises Ltd,"Cache Creek, BC V0K 1H0",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ALER FOREST PRODUCTS LTD.,"surrey, BC V3S 5M2",72106-Welders and related machine operators,Unknown,1,1
British Columbia                                                           ,High Wage          ,ALFIE CONSTRUCTION LTD,"Kelowna, BC V1X 2R2",72310-Carpenters,Unknown,2,2
British Columbia                                                           ,High Wage          ,ALFIE CONSTRUCTION LTD,"Kelowna, BC V1X 2R2",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage          ,Ali & Ali Plumbing and Heating Ltd.,"Delta, BC V4C 6P6",72300-Plumbers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Ali & Associates Inc.,"Richmond, BC V7A 5E2",11100-Financial auditors and accountants,Unknown,1,1
British Columbia                                                           ,High Wage          ,All Canadian Network Solutions Inc.,"Richmond, BC V6X 2X9",21223-Database analysts and data administrators,Unknown,1,1
British Columbia                                                           ,High Wage          ,All in one Appliance Service Ltd,"Surrey, BC V3W 4G1",75119-Other trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ALL MAKE AUTO REPAIRS CENTRE LTD.,"Surrey, BC V3W 4M8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
British Columbia                                                           ,High Wage          ,ALL STARS MOTOR INN,"Burnaby, BC V5C 3Y6",60031-Accommodation service managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ALL TYPE CONTRACTING LTD.,"Surrey, BC V3T 3N5","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
British Columbia                                                           ,High Wage          ,All Write Insurance Agencies Ltd.,"Burnaby, BC V5J 0B6",63100-Insurance agents and brokers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Allegiance Building Maintenance Ltd,"Richmond, BC V6Y 0B8",62024-Cleaning supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,Allstar Holdings Inc.,"Vancouver, BC V5L 0C7",72999-Other technical trades and related occupations,Unknown,3,3
British Columbia                                                           ,High Wage          ,Allstar Waterproofing and Restoration Systems Ltd,"Vancouver, BC V5L 0C7",72999-Other technical trades and related occupations,Unknown,2,2
British Columbia                                                           ,High Wage          ,AllWest Facility Services Ltd,"Burnaby, BC V5J 0H1",72999-Other technical trades and related occupations,Unknown,2,2
British Columbia                                                           ,High Wage          ,Allwood Quality Kitchens Ltd.,"Surrey, BC V3W 4G1","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
British Columbia                                                           ,High Wage          ,Aloha Pools Ltd.,"Burnaby, BC V6S 1G5",73100-Concrete finishers,Unknown,1,2
British Columbia                                                           ,High Wage          ,Alpha 1 Building Maintenance Ltd,"Surrey, BC V4N 5M8",62024-Cleaning supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,ALP'S LUBRICANT ENTERPRISES INC.,"Surrey, BC V3W 3N2","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
British Columbia                                                           ,High Wage          ,Alric Hospitality Ltd.,"Vancouver, BC V5W 3A4",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Altec Windows inc.,"Surrey, BC V3R 7S2",72106-Welders and related machine operators,Unknown,1,1
British Columbia                                                           ,High Wage          ,Altro Industries Inc.,"North Vancouver, BC V7P 1A4",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Altro Industries Inc.,"North Vancouver, BC V7P 1A4",21233-Web designers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ALVAIR DEVELOPMENT LTD,"Surrey, BC V3W 3N4",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage          ,AM Roofing Ltd.,"Surrey, BC V3V 5T5",73110-Roofers and shinglers,Unknown,1,1
British Columbia                                                           ,High Wage          ,AMAN Logistics Ltd.,"Surrey, BC V3Z 9V2",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Amazing Beauty & Spa Ltd.,"Richmond, BC V6X 3V7",60040-Managers in customer and personal services,Unknown,1,1
British Columbia                                                           ,High Wage          ,Amazing Tutors Inc.,"Surrey, BC V3W 2N8",41210-College and other vocational instructors,Unknown,2,3
British Columbia                                                           ,High Wage          ,Amazon Development Centre Canada ULC,"Vancouver, BC V6B 0M3",20012-Computer and information systems managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Amazon Development Centre Canada ULC,"Vancouver, BC V6B 0M3",21231-Software engineers and designers,Unknown,3,3
British Columbia                                                           ,High Wage          ,Amazon Development Centre Canada ULC,"Vancouver, BC V6B 0M3",52120-Graphic designers and illustrators,Unknown,1,1
British Columbia                                                           ,High Wage          ,Ambition Work Inc.,"Surrey, BC V3W 0C1",13100-Administrative officers,Unknown,1,2
British Columbia                                                           ,High Wage          ,Amble Ventures Inc.,"Vancouver, BC V6G 2P5",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage          ,AMERICAN FAST FREIGHT LTD.,"Surrey, BC V3W 2W8",73300-Transport truck drivers,Unknown,1,10
British Columbia                                                           ,High Wage          ,American Top Rider Freight Ltd,"Surrey, BC V4N 2L5",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Amie's Homeo Care Inc.,"Surrey, BC V3X 0G3",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage          ,Ample Electrical Ltd.,"Surrey, BC V3R 1G2",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage          ,AMPVIC Development  Inc.,"Langley, BC V2Y 2K2",60020-Retail and wholesale trade managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Anandsar Custom Kitchen Design Ltd.,"Surrey, BC V3S 8E5",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,Ancor Transport Ltd,"SURREY, BC V3W 3E9",73300-Transport truck drivers,Unknown,1,20
British Columbia                                                           ,High Wage          ,Andersen LLP,"Vancouver, BC V6E 2K3",11100-Financial auditors and accountants,Unknown,1,1
British Columbia                                                           ,High Wage          ,ANET Fiber Tech Inc.,"Surrey, BC V4C 3B9","00012-Senior managers - financial, communications and other business services",Unknown,2,2
British Columbia                                                           ,High Wage          ,Angel Food Services Ltd,"Coquitlam, BC V3J 2S7",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Angel Food Services Ltd,"Coquitlam, BC V3J 2S7",62024-Cleaning supervisors,Unknown,1,1
British Columbia                                                           ,High Wage          ,ANI TECHS ELECTRIC LTD,"West Vancouver, BC V7W 2G7",72200-Electricians (except industrial and power system),Unknown,1,1
British Columbia                                                           ,High Wage          ,Ann Trading & Gifts Ltd.,"Vancouver, BC V6B 2C9","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
British Columbia                                                           ,High Wage          ,Anyar Trucking Inc,"Surrey, BC V3X 0E4",73300-Transport truck drivers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Apexcraft Constructions Ltd,"Prince George, BC V2N 6J1",72300-Plumbers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Apexcraft Constructions Ltd,"Prince George, BC V2N 6J1",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,API International Investment Inc.,"Burnaby, BC V5G 1B7",73112-Painters and decorators (except interior decorators),Unknown,1,2
British Columbia                                                           ,High Wage          ,APPLE DISPLAY PRODUCTS LTD,"Richmond, BC V6V 1H9","94210-Furniture and fixture assemblers, finishers, refinishers and inspectors",Unknown,1,1
British Columbia                                                           ,High Wage          ,"APS Precast, A Division of C&S Group Operations Ltd.","Langley, BC V1M 2X7",22212-Drafting technologists and technicians,Unknown,1,1
British Columbia                                                           ,High Wage          ,APS Truck & Trailer Repair Ltd.,"Abbotsford, BC V2T 5Z2",72401-Heavy-duty equipment mechanics,Unknown,1,1
British Columbia                                                           ,High Wage          ,Aquapak Industries Ltd.,"Surrey, BC V3W 4M7",13102-Payroll administrators,Unknown,1,1
British Columbia                                                           ,High Wage          ,Aquila Frames Ltd.,"Surrey, BC V3S 6X5",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,ARCHSTONE PROJECTS LTD.,"Surrey, BC V3W 2P2",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ARCHSTONE PROJECTS LTD.,"Surrey, BC V3W 2P2","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage          ,Arctic Arrow Powerline Group Ltd.,"Abbotsford, BC V2S 7M1",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ARHCC Physician Engagement Society,"Abbotsford, BC V2S 1K2",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Aritzia LP,"Vancouver, BC V6A 1E1",55109-Other performers,Unknown,2,2
British Columbia                                                           ,High Wage          ,Arm & Hammer Forming Ltd.,"Vancouver, BC V5M 1A6",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage          ,Armaan Designs Ltd,"SURREY, BC V3W 1R1","53123-Theatre, fashion, exhibit and other creative designers",Unknown,1,1
British Columbia                                                           ,High Wage          ,ARONA FRAMING & CONSTRUCTION INC,"Surrey, BC V3X 3K3",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Arora Canadian Immigration Consultancy Inc.,"Surrey, BC V3W 3N4",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ARP Solutions Ltd.,"Nanaimo, BC V9R 5E9",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Artsy Contracting Company Ltd.,"Delta, BC V4G 1N4",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ARV Electrical Ltd.,"Delta, BC V4C 4V9",72200-Electricians (except industrial and power system),Unknown,1,2
British Columbia                                                           ,High Wage          ,Aryze Developments Inc.,"Victoria, BC V9A 0B7",12200-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Aseem Holdings Ltd.,"Mission, BC V2V 7P8",63200-Cooks,Unknown,1,1
British Columbia                                                           ,High Wage          ,Ashtech Stones Ltd.,"Delta, BC V4G 1C6",73200-Residential and commercial installers and servicers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Ashtech Stones Ltd.,"Delta, BC V4G 1C6","94103-Concrete, clay and stone forming operators",Unknown,1,1
British Columbia                                                           ,High Wage          ,Assa Industrial Ltd.,"Surrey, BC V3W 8J9","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
British Columbia                                                           ,High Wage          ,Assaggio Restaurant & Vinoteca LTD,"Vancouver, BC V6B 2R7",63200-Cooks,Unknown,1,1
British Columbia                                                           ,High Wage          ,Association for Mineral Exploration,"Vancouver, BC V6C 3B2","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
British Columbia                                                           ,High Wage          ,A-STAR VINYL WINDOW SYSTEM LTD.,"SURREY, BC V3W 3B1",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ATC Transport Ltd.,"Abbotsford, BC V2T 3B4",73300-Transport truck drivers,Unknown,1,2
British Columbia                                                           ,High Wage          ,Athwal Electrical Corporation,"Surrey, BC V3S 1B9","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage          ,Athwal Electrical Corporation,"Surrey, BC V3S 1B9","72402-Heating, refrigeration and air conditioning mechanics",Unknown,1,2
British Columbia                                                           ,High Wage          ,Atlant Metal Fabrication Ltd.,"New Westminster, BC V3L 3P2",72102-Sheet metal workers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Atlantia Holdings Incorporated,"North Vancouver, BC V7P 3P7",62101-Retail and wholesale buyers,Unknown,1,1
British Columbia                                                           ,High Wage          ,ATLANTIC TRUCKLINES  LTD,"Surrey, BC V3S 7J1",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Atlas Auto Body Ltd,"Surrey, BC V3W 4H7","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,2
British Columbia                                                           ,High Wage          ,Attar Contracting Ltd.,"Surrey, BC V3V 3P3",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage          ,AUJLA FRAMING LTD.,"SURREY, BC V3W 0B9",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage          ,Aulakh Vehicle Services Systems Ltd.,"NEW WESTMINSTER, BC V3M 5B2",72106-Welders and related machine operators,Unknown,1,2
British Columbia                                                           ,High Wage          ,Autostrada Hospitality (Vancouver House) Ltd.,"Vancouver, BC V6Z 0G3",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Avari Wireless Corporation,"Burnaby, BC V5A 4N6",21223-Database analysts and data administrators,Unknown,1,1
British Columbia                                                           ,High Wage          ,AVS WINDOWS LTD.,"Surrey, BC V3R 2T9","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage          ,AWCSIT CONSTRUCTION LTD.,"SURREY, BC V3S 7A4","82020-Supervisors, mining and quarrying",Unknown,1,1
British Columbia                                                           ,High Wage          ,Aworks Tiling LTD.,"Langford, BC V9B 4X2",73101-Tilesetters,Unknown,1,1
British Columbia                                                           ,High Wage          ,Axiom Builders Inc.,"Vancouver, BC V6E 0C3",22233-Construction inspectors,Unknown,2,2
British Columbia                                                           ,High Wage          ,Axion Security Services Ltd.,"Abbotsford, BC V2T 4Z3",14100-General office support workers,Unknown,1,1
British Columbia                                                           ,High Wage          ,Axis Planning Inc.,"Vancouver, BC V6E 2S1",21234-Web developers and programmers,Unknown,1,1
British Columbia                                                           ,High Wage          ,AXLE TRANSPORTATION LIMITED,"ABBOTSFORD, BC V4X 0B8",73300-Transport truck drivers,Unknown,1,8
British Columbia                                                           ,High Wage          ,Axon Cabinets LTD,"Delta, BC V4G 1G1",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage          ,AYAC CONSTRUCTION SOLUTIONS LTD.,"NEW WESTMINSTER, BC V3M 3Y8",72310-Carpenters,Unknown,1,3
British Columbia                                                           ,High Wage          ,B & E Low Voltage & Home Automation Ltd,"Surrey, BC V3W 2W1",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage          ,B&K Finishing & Carpentry Ltd,"Surrey, BC V3S 4A2",72310-Carpenters,Unknown,1,2
British Columbia                                                           ,High Wage          ,BA Restaurant Holdings Ltd.,"Vancouver, BC V6B 0R3",62200-Chefs,Unknown,1,1
British Columbia                                                           ,High Wage          ,Badesha Electrical Ltd.,"Surrey, BC V3W 0W1",72200-Electricians (except industrial and power system),Unknown,1,1
